circuit,n,step,setup_ms,fold_ms,total_fold_ms,compress_ms,verify_ms,proof_bytes
mimc,270,1,1398.31,24.54,24.54,1149.80,36.95,11520
mimc,270,2,1398.31,42.04,66.58,1149.80,36.95,11520
mimc,270,4,1398.31,68.06,206.34,1149.80,36.95,11520
mimc,270,8,1398.31,75.45,496.19,1149.80,36.95,11520
mimc,270,16,1398.31,60.57,946.51,1149.80,36.95,11520
mimc,270,32,1398.31,54.72,1900.95,1149.80,36.95,11520
mimc,270,64,1398.31,60.07,3714.78,1149.80,36.95,11520
