circuit,n,step,setup_ms,prove_ms,verify_ms,crs_g1,crs_g2,proof_bytes
mimc,270,1,56.61,71.47,3.98,1104,274,128
mimc,270,2,89.67,125.17,4.10,2173,545,128
mimc,270,4,164.10,206.42,4.02,4343,1087,128
mimc,270,8,277.22,340.06,4.14,8683,2171,128
mimc,270,16,507.40,616.68,3.97,17363,4339,128
