circuit,n,B,step,setup_ms,prove_ms,verify_ms,crs_g1,crs_g2,proof_bytes,peak_mem_mb
sensor_fusion,6,1024,1024,1801.04,150.19,2.72,65504,28662,128,569.8
sensor_fusion,8,64,1,205.27,24.68,2.69,5206,2290,128,10.0
sensor_fusion,8,64,2,205.27,24.96,2.75,5206,2290,128,10.1
sensor_fusion,8,64,4,205.27,25.08,2.76,5206,2290,128,10.1
sensor_fusion,8,64,8,205.27,25.58,2.77,5206,2290,128,10.1
sensor_fusion,8,64,16,205.27,25.49,2.77,5206,2290,128,10.2
sensor_fusion,8,64,32,205.27,25.23,2.70,5206,2290,128,10.2
sensor_fusion,8,64,64,205.27,23.57,2.77,5206,2290,128,10.2
sensor_fusion,8,256,1,631.15,60.88,2.70,20950,9202,128,55.2
sensor_fusion,8,256,2,631.15,61.95,2.75,20950,9202,128,55.3
sensor_fusion,8,256,4,631.15,61.51,2.71,20950,9202,128,55.3
sensor_fusion,8,256,8,631.15,61.76,2.76,20950,9202,128,55.3
sensor_fusion,8,256,16,631.15,61.58,2.76,20950,9202,128,55.3
sensor_fusion,8,256,32,631.15,61.32,2.76,20950,9202,128,55.3
sensor_fusion,8,256,64,631.15,61.67,2.76,20950,9202,128,55.4
sensor_fusion,8,256,128,631.15,61.50,2.74,20950,9202,128,55.4
sensor_fusion,8,256,256,631.15,60.19,2.74,20950,9202,128,55.4
sensor_fusion,8,1024,1,2184.27,214.11,2.91,83926,36850,128,724.2
sensor_fusion,8,1024,2,2184.27,204.60,2.76,83926,36850,128,724.6
sensor_fusion,8,1024,4,2184.27,202.60,2.82,83926,36850,128,724.6
sensor_fusion,8,1024,8,2184.27,202.72,2.80,83926,36850,128,724.6
sensor_fusion,8,1024,16,2184.27,203.05,2.80,83926,36850,128,724.6
sensor_fusion,8,1024,32,2184.27,202.81,2.79,83926,36850,128,724.6
sensor_fusion,8,1024,64,2184.27,202.87,2.77,83926,36850,128,724.6
sensor_fusion,8,1024,128,2184.27,202.63,2.77,83926,36850,128,724.6
sensor_fusion,8,1024,256,2184.27,203.63,2.87,83926,36850,128,724.8
sensor_fusion,8,1024,512,2184.27,206.23,2.81,83926,36850,128,724.8
sensor_fusion,8,1024,1024,2184.27,203.27,2.79,83926,36850,128,724.8
