circuit,n,B,step,uvc_setup_ms,uvc_prove_ms,uvc_verify_ms,uvc_crs_g1,uvc_crs_g2,uvc_proof_bytes,uvc_peak_mem_mb,g16_setup_ms,g16_prove_ms,g16_verify_ms,g16_crs_g1,g16_crs_g2,g16_proof_bytes,nova_setup_ms,nova_fold_ms,nova_total_fold_ms,nova_compress_ms,nova_verify_ms,nova_proof_bytes
sensor_fusion,4,256,128,429.01,40.87,2.68,11754,5114,128,33.8,168.83,65.38,2.70,4607,1283,128,740.12,33.53,4271.98,563.95,20.56,11520
sensor_fusion,4,256,256,429.01,40.56,2.68,11754,5114,128,33.8,298.80,101.87,2.64,9215,2563,128,740.12,32.65,8689.55,563.95,20.56,11520
sensor_fusion,4,1024,1,1351.66,119.62,2.76,47082,20474,128,414.8,9.79,3.45,2.68,41,13,128,740.12,13.92,13.92,563.95,20.56,11520
sensor_fusion,4,1024,2,1351.66,120.09,2.74,47082,20474,128,414.8,11.74,4.78,2.67,76,23,128,740.12,24.72,38.64,563.95,20.56,11520
sensor_fusion,4,1024,4,1351.66,119.89,2.69,47082,20474,128,414.8,16.66,6.61,2.67,151,43,128,740.12,31.66,101.38,563.95,20.56,11520
sensor_fusion,4,1024,8,1351.66,120.13,2.73,47082,20474,128,414.8,23.32,9.64,2.67,287,83,128,740.12,31.22,227.78,563.95,20.56,11520
sensor_fusion,4,1024,16,1351.66,120.28,2.70,47082,20474,128,414.8,36.03,15.89,2.70,575,163,128,740.12,46.18,525.69,563.95,20.56,11520
sensor_fusion,4,1024,32,1351.66,120.70,2.70,47082,20474,128,414.8,57.20,22.02,2.68,1151,323,128,740.12,31.63,1042.73,563.95,20.56,11520
sensor_fusion,4,1024,64,1351.66,120.40,2.69,47082,20474,128,414.8,98.44,36.51,2.75,2303,643,128,740.12,32.25,2148.56,563.95,20.56,11520
sensor_fusion,4,1024,128,1351.66,120.45,2.73,47082,20474,128,414.8,168.83,65.38,2.70,4607,1283,128,740.12,33.53,4271.98,563.95,20.56,11520
sensor_fusion,4,1024,256,1351.66,120.52,2.62,47082,20474,128,414.8,298.80,101.87,2.64,9215,2563,128,740.12,32.65,8689.55,563.95,20.56,11520
sensor_fusion,4,1024,512,1351.66,120.76,2.66,47082,20474,128,414.8,532.24,182.15,2.67,18431,5123,128,740.12,33.05,17446.54,563.95,20.56,11520
sensor_fusion,4,1024,1024,1351.66,120.95,2.70,47082,20474,128,414.8,968.26,338.49,2.67,36863,10243,128,740.12,32.25,34550.72,563.95,20.56,11520
sensor_fusion,6,64,1,168.83,17.77,2.76,4064,1782,128,8.7,11.08,3.99,2.76,55,17,128,758.55,14.13,14.13,721.64,26.19,11520
sensor_fusion,6,64,2,168.83,17.68,2.74,4064,1782,128,8.8,14.29,6.26,2.70,105,31,128,758.55,24.34,38.47,721.64,26.19,11520
sensor_fusion,6,64,4,168.83,17.91,2.69,4064,1782,128,8.8,20.03,7.34,2.71,205,59,128,758.55,32.03,100.62,721.64,26.19,11520
sensor_fusion,6,64,8,168.83,17.85,2.76,4064,1782,128,8.8,29.86,10.82,2.70,398,115,128,758.55,45.03,239.76,721.64,26.19,11520
sensor_fusion,6,64,16,168.83,17.90,2.72,4064,1782,128,8.8,46.08,18.04,2.74,797,227,128,758.55,32.55,629.07,721.64,26.19,11520
sensor_fusion,6,64,32,168.83,17.72,2.74,4064,1782,128,8.8,74.36,25.79,2.72,1597,451,128,758.55,32.72,1198.09,721.64,26.19,11520
sensor_fusion,6,64,64,168.83,17.59,2.72,4064,1782,128,8.8,126.66,43.79,2.72,3197,899,128,758.55,39.89,2271.96,721.64,26.19,11520
sensor_fusion,6,256,1,515.87,48.32,2.71,16352,7158,128,44.5,11.08,3.99,2.76,55,17,128,758.55,14.13,14.13,721.64,26.19,11520
sensor_fusion,6,256,2,515.87,48.84,2.64,16352,7158,128,44.6,14.29,6.26,2.70,105,31,128,758.55,24.34,38.47,721.64,26.19,11520
sensor_fusion,6,256,4,515.87,48.50,2.74,16352,7158,128,44.6,20.03,7.34,2.71,205,59,128,758.55,32.03,100.62,721.64,26.19,11520
sensor_fusion,6,256,8,515.87,49.01,2.69,16352,7158,128,44.6,29.86,10.82,2.70,398,115,128,758.55,45.03,239.76,721.64,26.19,11520
sensor_fusion,6,256,16,515.87,49.40,2.72,16352,7158,128,44.6,46.08,18.04,2.74,797,227,128,758.55,32.55,629.07,721.64,26.19,11520
sensor_fusion,6,256,32,515.87,48.85,2.68,16352,7158,128,44.6,74.36,25.79,2.72,1597,451,128,758.55,32.72,1198.09,721.64,26.19,11520
sensor_fusion,6,256,64,515.87,49.08,2.71,16352,7158,128,44.6,126.66,43.79,2.72,3197,899,128,758.55,39.89,2271.96,721.64,26.19,11520
sensor_fusion,6,256,128,515.87,49.10,2.72,16352,7158,128,44.7,217.94,77.99,2.73,6397,1795,128,758.55,35.71,4628.58,721.64,26.19,11520
sensor_fusion,6,256,256,515.87,48.82,2.76,16352,7158,128,44.7,407.72,126.58,2.66,12797,3587,128,758.55,37.02,9705.92,721.64,26.19,11520
sensor_fusion,6,1024,1,1801.04,146.92,2.73,65504,28662,128,569.4,11.08,3.99,2.76,55,17,128,758.55,14.13,14.13,721.64,26.19,11520
sensor_fusion,6,1024,2,1801.04,147.94,2.71,65504,28662,128,569.4,14.29,6.26,2.70,105,31,128,758.55,24.34,38.47,721.64,26.19,11520
sensor_fusion,6,1024,4,1801.04,147.78,2.70,65504,28662,128,569.4,20.03,7.34,2.71,205,59,128,758.55,32.03,100.62,721.64,26.19,11520
sensor_fusion,6,1024,8,1801.04,148.93,2.79,65504,28662,128,569.5,29.86,10.82,2.70,398,115,128,758.55,45.03,239.76,721.64,26.19,11520
sensor_fusion,6,1024,16,1801.04,149.73,2.73,65504,28662,128,569.5,46.08,18.04,2.74,797,227,128,758.55,32.55,629.07,721.64,26.19,11520
sensor_fusion,6,1024,32,1801.04,151.48,2.70,65504,28662,128,569.5,74.36,25.79,2.72,1597,451,128,758.55,32.72,1198.09,721.64,26.19,11520
sensor_fusion,6,1024,64,1801.04,150.35,2.77,65504,28662,128,569.5,126.66,43.79,2.72,3197,899,128,758.55,39.89,2271.96,721.64,26.19,11520
sensor_fusion,6,1024,128,1801.04,151.21,2.70,65504,28662,128,569.6,217.94,77.99,2.73,6397,1795,128,758.55,35.71,4628.58,721.64,26.19,11520
sensor_fusion,6,1024,256,1801.04,149.98,2.75,65504,28662,128,569.7,407.72,126.58,2.66,12797,3587,128,758.55,37.02,9705.92,721.64,26.19,11520
sensor_fusion,6,1024,512,1801.04,150.06,2.75,65504,28662,128,569.8,716.92,229.67,2.78,25597,7171,128,758.55,32.20,18378.52,721.64,26.19,11520
sensor_fusion,6,1024,1024,1801.04,150.19,2.72,65504,28662,128,569.8,1317.78,427.92,2.75,51197,14339,128,758.55,36.19,36668.80,721.64,26.19,11520
sensor_fusion,8,64,1,205.27,24.68,2.69,5206,2290,128,10.0,12.56,4.91,2.70,69,21,128,776.19,14.23,14.23,592.38,20.68,11520
sensor_fusion,8,64,2,205.27,24.96,2.75,5206,2290,128,10.1,16.01,6.71,2.65,135,39,128,776.19,25.84,40.07,592.38,20.68,11520
sensor_fusion,8,64,4,205.27,25.08,2.76,5206,2290,128,10.1,22.71,8.92,2.74,259,75,128,776.19,32.67,103.58,592.38,20.68,11520
sensor_fusion,8,64,8,205.27,25.58,2.77,5206,2290,128,10.1,34.07,14.58,2.81,523,147,128,776.19,31.08,229.26,592.38,20.68,11520
sensor_fusion,8,64,16,205.27,25.49,2.77,5206,2290,128,10.2,55.37,21.27,2.73,1019,291,128,776.19,31.30,485.56,592.38,20.68,11520
sensor_fusion,8,64,32,205.27,25.23,2.70,5206,2290,128,10.2,91.11,35.20,2.78,2043,579,128,776.19,32.06,1004.13,592.38,20.68,11520
sensor_fusion,8,64,64,205.27,23.57,2.77,5206,2290,128,10.2,155.55,62.30,2.79,4091,1155,128,776.19,31.46,2049.34,592.38,20.68,11520
sensor_fusion,8,256,1,631.15,60.88,2.70,20950,9202,128,55.2,12.56,4.91,2.70,69,21,128,776.19,14.23,14.23,592.38,20.68,11520
sensor_fusion,8,256,2,631.15,61.95,2.75,20950,9202,128,55.3,16.01,6.71,2.65,135,39,128,776.19,25.84,40.07,592.38,20.68,11520
sensor_fusion,8,256,4,631.15,61.51,2.71,20950,9202,128,55.3,22.71,8.92,2.74,259,75,128,776.19,32.67,103.58,592.38,20.68,11520
sensor_fusion,8,256,8,631.15,61.76,2.76,20950,9202,128,55.3,34.07,14.58,2.81,523,147,128,776.19,31.08,229.26,592.38,20.68,11520
sensor_fusion,8,256,16,631.15,61.58,2.76,20950,9202,128,55.3,55.37,21.27,2.73,1019,291,128,776.19,31.30,485.56,592.38,20.68,11520
sensor_fusion,8,256,32,631.15,61.32,2.76,20950,9202,128,55.3,91.11,35.20,2.78,2043,579,128,776.19,32.06,1004.13,592.38,20.68,11520
sensor_fusion,8,256,64,631.15,61.67,2.76,20950,9202,128,55.4,155.55,62.30,2.79,4091,1155,128,776.19,31.46,2049.34,592.38,20.68,11520
sensor_fusion,8,256,128,631.15,61.50,2.74,20950,9202,128,55.4,274.28,95.90,2.77,8187,2307,128,776.19,48.93,4392.04,592.38,20.68,11520
sensor_fusion,8,256,256,631.15,60.19,2.74,20950,9202,128,55.4,481.82,169.15,2.75,16379,4611,128,776.19,33.21,8837.87,592.38,20.68,11520
sensor_fusion,8,1024,1,2184.27,214.11,2.91,83926,36850,128,724.2,12.56,4.91,2.70,69,21,128,776.19,14.23,14.23,592.38,20.68,11520
sensor_fusion,8,1024,2,2184.27,204.60,2.76,83926,36850,128,724.6,16.01,6.71,2.65,135,39,128,776.19,25.84,40.07,592.38,20.68,11520
sensor_fusion,8,1024,4,2184.27,202.60,2.82,83926,36850,128,724.6,22.71,8.92,2.74,259,75,128,776.19,32.67,103.58,592.38,20.68,11520
sensor_fusion,8,1024,8,2184.27,202.72,2.80,83926,36850,128,724.6,34.07,14.58,2.81,523,147,128,776.19,31.08,229.26,592.38,20.68,11520
sensor_fusion,8,1024,16,2184.27,203.05,2.80,83926,36850,128,724.6,55.37,21.27,2.73,1019,291,128,776.19,31.30,485.56,592.38,20.68,11520
sensor_fusion,8,1024,32,2184.27,202.81,2.79,83926,36850,128,724.6,91.11,35.20,2.78,2043,579,128,776.19,32.06,1004.13,592.38,20.68,11520
sensor_fusion,8,1024,64,2184.27,202.87,2.77,83926,36850,128,724.6,155.55,62.30,2.79,4091,1155,128,776.19,31.46,2049.34,592.38,20.68,11520
sensor_fusion,8,1024,128,2184.27,202.63,2.77,83926,36850,128,724.6,274.28,95.90,2.77,8187,2307,128,776.19,48.93,4392.04,592.38,20.68,11520
sensor_fusion,8,1024,256,2184.27,203.63,2.87,83926,36850,128,724.8,481.82,169.15,2.75,16379,4611,128,776.19,33.21,8837.87,592.38,20.68,11520
sensor_fusion,8,1024,512,2184.27,206.23,2.81,83926,36850,128,724.8,966.71,316.55,2.79,32763,9219,128,776.19,33.15,18265.46,592.38,20.68,11520
sensor_fusion,8,1024,1024,2184.27,203.27,2.79,83926,36850,128,724.8,1653.66,541.42,2.74,65531,18435,128,776.19,32.35,35094.36,592.38,20.68,11520
