circuit,n,B,step,uvc_setup_ms,uvc_prove_ms,uvc_verify_ms,uvc_crs_g1,uvc_crs_g2,uvc_proof_bytes,uvc_peak_mem_mb,g16_setup_ms,g16_prove_ms,g16_verify_ms,g16_crs_g1,g16_crs_g2,g16_proof_bytes,nova_setup_ms,nova_fold_ms,nova_total_fold_ms,nova_compress_ms,nova_verify_ms,nova_proof_bytes
sensor_fusion,8,64,32,205.90,24.96,2.74,5206,2290,128,9.8,91.65,35.31,2.78,2043,579,128,743.53,32.31,1072.15,609.80,27.28,11520
sensor_fusion,8,64,64,205.90,23.56,2.71,5206,2290,128,10.0,157.09,62.31,2.69,4091,1155,128,743.53,32.89,2146.93,609.80,27.28,11520
sensor_fusion,16,16,1,106.00,20.94,2.75,2414,1058,128,6.1,15.99,6.65,2.68,125,37,128,754.45,20.98,20.98,568.88,21.47,11520
sensor_fusion,16,16,2,106.00,20.86,2.78,2414,1058,128,6.1,22.91,9.07,2.74,255,71,128,754.45,38.41,59.39,568.88,21.47,11520
sensor_fusion,16,16,4,106.00,20.73,2.66,2414,1058,128,6.1,33.01,14.22,2.64,491,139,128,754.45,31.80,122.70,568.88,21.47,11520
sensor_fusion,16,16,8,106.00,21.07,2.67,2414,1058,128,6.2,53.27,20.89,2.73,963,275,128,754.45,51.49,272.51,568.88,21.47,11520
sensor_fusion,16,16,16,106.00,18.30,2.72,2414,1058,128,6.2,85.98,31.85,2.69,1939,547,128,754.45,37.07,596.43,568.88,21.47,11520
sensor_fusion,16,64,1,329.62,42.66,2.79,9774,4322,128,16.4,15.99,6.65,2.68,125,37,128,754.45,20.98,20.98,568.88,21.47,11520
sensor_fusion,16,64,2,329.62,42.31,2.76,9774,4322,128,16.5,22.91,9.07,2.74,255,71,128,754.45,38.41,59.39,568.88,21.47,11520
sensor_fusion,16,64,4,329.62,42.45,2.71,9774,4322,128,16.6,33.01,14.22,2.64,491,139,128,754.45,31.80,122.70,568.88,21.47,11520
sensor_fusion,16,64,8,329.62,42.74,2.74,9774,4322,128,16.6,53.27,20.89,2.73,963,275,128,754.45,51.49,272.51,568.88,21.47,11520
sensor_fusion,16,64,16,329.62,42.40,2.74,9774,4322,128,16.6,85.98,31.85,2.69,1939,547,128,754.45,37.07,596.43,568.88,21.47,11520
sensor_fusion,16,64,32,329.62,43.68,2.76,9774,4322,128,16.6,148.35,60.10,2.74,3827,1091,128,754.45,33.51,1141.83,568.88,21.47,11520
sensor_fusion,16,64,64,329.62,40.01,2.75,9774,4322,128,16.6,255.64,91.32,2.75,7667,2179,128,754.45,36.43,2328.38,568.88,21.47,11520
sensor_fusion,32,16,1,177.53,30.31,2.67,4638,2050,128,7.6,21.64,9.03,2.67,237,69,128,743.32,14.56,14.56,567.88,21.95,11520
sensor_fusion,32,16,2,177.53,31.08,2.76,4638,2050,128,7.8,33.14,14.71,2.70,495,135,128,743.32,24.61,39.16,567.88,21.95,11520
sensor_fusion,32,16,4,177.53,31.19,2.76,4638,2050,128,7.8,52.93,21.45,2.75,955,267,128,743.32,32.46,101.86,567.88,21.95,11520
sensor_fusion,32,16,8,177.53,31.18,2.69,4638,2050,128,7.8,85.02,31.50,2.78,1875,531,128,743.32,31.58,228.91,567.88,21.95,11520
sensor_fusion,32,16,16,177.53,31.29,2.75,4638,2050,128,7.9,146.11,55.16,2.75,3715,1059,128,743.32,34.18,495.63,567.88,21.95,11520
sensor_fusion,32,64,1,551.66,62.42,2.76,18910,8386,128,26.0,21.64,9.03,2.67,237,69,128,743.32,14.56,14.56,567.88,21.95,11520
sensor_fusion,32,64,2,551.66,62.49,2.71,18910,8386,128,26.0,33.14,14.71,2.70,495,135,128,743.32,24.61,39.16,567.88,21.95,11520
sensor_fusion,32,64,4,551.66,63.04,2.77,18910,8386,128,26.0,52.93,21.45,2.75,955,267,128,743.32,32.46,101.86,567.88,21.95,11520
sensor_fusion,32,64,8,551.66,63.02,2.77,18910,8386,128,26.0,85.02,31.50,2.78,1875,531,128,743.32,31.58,228.91,567.88,21.95,11520
sensor_fusion,32,64,16,551.66,63.37,2.73,18910,8386,128,26.0,146.11,55.16,2.75,3715,1059,128,743.32,34.18,495.63,567.88,21.95,11520
sensor_fusion,32,64,32,551.66,62.84,2.68,18910,8386,128,26.1,250.11,92.49,2.75,7459,2115,128,743.32,65.52,1092.28,567.88,21.95,11520
sensor_fusion,32,64,64,551.66,62.66,2.76,18910,8386,128,26.1,450.75,158.35,2.73,14819,4227,128,743.32,32.11,2167.10,567.88,21.95,11520
sensor_fusion,64,16,1,299.35,54.28,2.78,9150,4034,128,11.3,35.74,15.50,3.00,461,133,128,746.11,14.18,14.18,557.67,21.76,11520
sensor_fusion,64,16,2,299.35,55.87,2.79,9150,4034,128,11.3,57.85,23.07,2.89,975,263,128,746.11,25.28,39.46,557.67,21.76,11520
sensor_fusion,64,16,4,299.35,57.21,2.82,9150,4034,128,11.3,92.75,33.74,3.14,1883,523,128,746.11,31.77,102.23,557.67,21.76,11520
sensor_fusion,64,16,8,299.35,56.56,2.76,9150,4034,128,11.4,156.74,59.54,2.96,3699,1043,128,746.11,32.73,232.01,557.67,21.76,11520
sensor_fusion,64,16,16,299.35,52.33,3.14,9150,4034,128,11.5,256.91,112.42,3.66,7331,2083,128,746.11,33.47,491.23,557.67,21.76,11520
sensor_fusion,64,64,1,1026.78,113.61,2.73,37310,16514,128,39.9,35.74,15.50,3.00,461,133,128,746.11,14.18,14.18,557.67,21.76,11520
sensor_fusion,64,64,2,1026.78,115.25,2.82,37310,16514,128,39.9,57.85,23.07,2.89,975,263,128,746.11,25.28,39.46,557.67,21.76,11520
sensor_fusion,64,64,4,1026.78,115.44,2.74,37310,16514,128,39.9,92.75,33.74,3.14,1883,523,128,746.11,31.77,102.23,557.67,21.76,11520
sensor_fusion,64,64,8,1026.78,115.85,2.86,37310,16514,128,39.9,156.74,59.54,2.96,3699,1043,128,746.11,32.73,232.01,557.67,21.76,11520
sensor_fusion,64,64,16,1026.78,116.49,2.74,37310,16514,128,39.9,256.91,112.42,3.66,7331,2083,128,746.11,33.47,491.23,557.67,21.76,11520
sensor_fusion,64,64,32,1026.78,115.03,2.78,37310,16514,128,40.1,440.60,149.61,2.77,14595,4163,128,746.11,32.75,1009.71,557.67,21.76,11520
sensor_fusion,64,64,64,1026.78,111.04,2.77,37310,16514,128,40.1,858.21,277.89,2.77,29251,8323,128,746.11,32.67,2053.87,557.67,21.76,11520
