circuit,n,B,step,uvc_setup_ms,uvc_prove_ms,uvc_verify_ms,uvc_crs_g1,uvc_crs_g2,uvc_proof_bytes,uvc_peak_mem_mb,g16_setup_ms,g16_prove_ms,g16_verify_ms,g16_crs_g1,g16_crs_g2,g16_proof_bytes,nova_setup_ms,nova_fold_ms,nova_total_fold_ms,nova_compress_ms,nova_verify_ms,nova_proof_bytes
sensor_fusion,4,16,1,70.43,8.05,2.71,714,314,128,4.0,10.03,3.53,2.70,41,13,128,776.93,14.08,14.08,584.06,23.60,11520
sensor_fusion,4,16,2,70.43,8.48,2.74,714,314,128,4.1,12.09,4.88,2.70,76,23,128,776.93,24.76,38.85,584.06,23.60,11520
sensor_fusion,4,16,4,70.43,8.34,2.73,714,314,128,4.1,16.51,6.69,2.73,151,43,128,776.93,31.75,101.07,584.06,23.60,11520
sensor_fusion,4,16,8,70.43,8.32,2.74,714,314,128,4.1,24.90,9.85,2.73,287,83,128,776.93,71.28,307.65,584.06,23.60,11520
sensor_fusion,4,16,16,70.43,8.04,2.75,714,314,128,4.1,36.74,17.67,3.06,575,163,128,776.93,31.93,616.14,584.06,23.60,11520
sensor_fusion,4,64,1,141.15,15.01,2.79,2922,1274,128,7.9,10.03,3.53,2.70,41,13,128,776.93,14.08,14.08,584.06,23.60,11520
sensor_fusion,4,64,2,141.15,15.23,2.73,2922,1274,128,8.0,12.09,4.88,2.70,76,23,128,776.93,24.76,38.85,584.06,23.60,11520
sensor_fusion,4,64,4,141.15,15.13,2.71,2922,1274,128,8.0,16.51,6.69,2.73,151,43,128,776.93,31.75,101.07,584.06,23.60,11520
sensor_fusion,4,64,8,141.15,15.32,2.73,2922,1274,128,8.0,24.90,9.85,2.73,287,83,128,776.93,71.28,307.65,584.06,23.60,11520
sensor_fusion,4,64,16,141.15,15.24,2.71,2922,1274,128,8.0,36.74,17.67,3.06,575,163,128,776.93,31.93,616.14,584.06,23.60,11520
sensor_fusion,4,64,32,141.15,15.24,2.72,2922,1274,128,8.0,63.45,22.07,2.68,1151,323,128,776.93,31.92,1159.98,584.06,23.60,11520
sensor_fusion,4,64,64,141.15,15.02,2.67,2922,1274,128,8.0,99.76,36.74,2.69,2303,643,128,776.93,36.79,2236.40,584.06,23.60,11520
sensor_fusion,8,16,1,65.51,13.24,2.70,1270,562,128,4.9,12.34,4.92,2.68,69,21,128,743.53,14.79,14.79,609.80,27.28,11520
sensor_fusion,8,16,2,65.51,13.68,2.73,1270,562,128,5.0,16.04,6.59,2.68,135,39,128,743.53,24.97,39.76,609.80,27.28,11520
sensor_fusion,8,16,4,65.51,13.72,2.73,1270,562,128,5.0,22.39,8.74,2.67,259,75,128,743.53,32.70,103.79,609.80,27.28,11520
sensor_fusion,8,16,8,65.51,13.85,2.70,1270,562,128,5.0,33.83,14.45,2.69,523,147,128,743.53,31.64,231.80,609.80,27.28,11520
sensor_fusion,8,16,16,65.51,12.27,2.70,1270,562,128,5.0,55.72,21.21,2.74,1019,291,128,743.53,32.53,542.11,609.80,27.28,11520
sensor_fusion,8,64,1,205.90,24.40,2.73,5206,2290,128,9.7,12.34,4.92,2.68,69,21,128,743.53,14.79,14.79,609.80,27.28,11520
sensor_fusion,8,64,2,205.90,24.90,2.69,5206,2290,128,9.8,16.04,6.59,2.68,135,39,128,743.53,24.97,39.76,609.80,27.28,11520
sensor_fusion,8,64,4,205.90,25.09,2.75,5206,2290,128,9.8,22.39,8.74,2.67,259,75,128,743.53,32.70,103.79,609.80,27.28,11520
sensor_fusion,8,64,8,205.90,25.00,2.72,5206,2290,128,9.8,33.83,14.45,2.69,523,147,128,743.53,31.64,231.80,609.80,27.28,11520
sensor_fusion,8,64,16,205.90,25.32,2.68,5206,2290,128,9.8,55.72,21.21,2.74,1019,291,128,743.53,32.53,542.11,609.80,27.28,11520
