circuit,n,B,step,uvc_setup_ms,uvc_prove_ms,uvc_verify_ms,uvc_crs_g1,uvc_crs_g2,uvc_proof_bytes,uvc_peak_mem_mb,g16_setup_ms,g16_prove_ms,g16_verify_ms,g16_crs_g1,g16_crs_g2,g16_proof_bytes,nova_setup_ms,nova_fold_ms,nova_total_fold_ms,nova_compress_ms,nova_verify_ms,nova_proof_bytes
sensor_fusion,4,256,256,660.53,61.28,3.98,11754,5114,128,35.9,335.70,155.73,3.98,9215,2563,128,1329.14,53.71,14112.42,1094.09,36.95,11520
sensor_fusion,4,1024,1,2000.36,181.81,4.10,47082,20474,128,416.5,13.52,5.38,4.24,41,13,128,1329.14,22.92,22.92,1094.09,36.95,11520
sensor_fusion,4,1024,2,2000.36,185.59,4.09,47082,20474,128,416.5,16.36,7.58,4.22,76,23,128,1329.14,39.78,62.70,1094.09,36.95,11520
sensor_fusion,4,1024,4,2000.36,185.55,3.97,47082,20474,128,416.6,21.12,10.51,4.28,151,43,128,1329.14,51.98,171.50,1094.09,36.95,11520
sensor_fusion,4,1024,8,2000.36,180.43,3.97,47082,20474,128,416.6,29.15,15.33,4.19,287,83,128,1329.14,55.37,387.87,1094.09,36.95,11520
sensor_fusion,4,1024,16,2000.36,180.37,3.96,47082,20474,128,416.6,44.72,24.21,4.03,575,163,128,1329.14,63.21,833.67,1094.09,36.95,11520
sensor_fusion,4,1024,32,2000.36,180.46,4.00,47082,20474,128,416.6,66.79,33.25,4.03,1151,323,128,1329.14,53.39,1816.87,1094.09,36.95,11520
sensor_fusion,4,1024,64,2000.36,180.63,3.97,47082,20474,128,416.6,124.89,56.80,4.28,2303,643,128,1329.14,64.35,3628.58,1094.09,36.95,11520
sensor_fusion,4,1024,128,2000.36,180.67,3.96,47082,20474,128,416.6,188.45,100.03,4.17,4607,1283,128,1329.14,53.57,7150.51,1094.09,36.95,11520
sensor_fusion,4,1024,256,2000.36,180.93,3.98,47082,20474,128,416.6,335.70,155.73,3.98,9215,2563,128,1329.14,53.71,14112.42,1094.09,36.95,11520
sensor_fusion,4,1024,512,2000.36,181.00,3.97,47082,20474,128,416.6,569.74,270.99,4.00,18431,5123,128,1329.14,54.64,28078.03,1094.09,36.95,11520
sensor_fusion,4,1024,1024,2000.36,181.20,3.98,47082,20474,128,416.8,1028.93,504.01,4.00,36863,10243,128,1329.14,54.26,56083.71,1094.09,36.95,11520
sensor_fusion,6,64,1,248.75,25.89,3.99,4064,1782,128,8.8,14.01,5.84,3.99,55,17,128,1337.84,23.14,23.14,1080.51,36.12,11520
sensor_fusion,6,64,2,248.75,26.38,3.97,4064,1782,128,8.8,17.64,9.25,4.23,105,31,128,1337.84,39.44,62.58,1080.51,36.12,11520
sensor_fusion,6,64,4,248.75,26.32,3.97,4064,1782,128,8.9,24.97,11.31,4.02,205,59,128,1337.84,52.62,168.53,1080.51,36.12,11520
sensor_fusion,6,64,8,248.75,26.48,3.98,4064,1782,128,8.9,33.29,16.06,4.00,398,115,128,1337.84,56.50,385.68,1080.51,36.12,11520
sensor_fusion,6,64,16,248.75,26.42,3.97,4064,1782,128,8.9,50.55,26.60,4.00,797,227,128,1337.84,57.84,826.02,1080.51,36.12,11520
sensor_fusion,6,64,32,248.75,26.28,3.96,4064,1782,128,8.9,81.52,38.17,4.00,1597,451,128,1337.84,58.99,1722.60,1080.51,36.12,11520
sensor_fusion,6,64,64,248.75,26.49,3.96,4064,1782,128,8.9,137.49,64.63,4.00,3197,899,128,1337.84,56.53,3518.24,1080.51,36.12,11520
sensor_fusion,6,256,1,766.14,71.80,3.96,16352,7158,128,43.8,14.01,5.84,3.99,55,17,128,1337.84,23.14,23.14,1080.51,36.12,11520
sensor_fusion,6,256,2,766.14,72.63,3.98,16352,7158,128,43.8,17.64,9.25,4.23,105,31,128,1337.84,39.44,62.58,1080.51,36.12,11520
sensor_fusion,6,256,4,766.14,72.63,3.99,16352,7158,128,43.8,24.97,11.31,4.02,205,59,128,1337.84,52.62,168.53,1080.51,36.12,11520
sensor_fusion,6,256,8,766.14,72.84,3.96,16352,7158,128,43.8,33.29,16.06,4.00,398,115,128,1337.84,56.50,385.68,1080.51,36.12,11520
sensor_fusion,6,256,16,766.14,72.90,3.97,16352,7158,128,43.8,50.55,26.60,4.00,797,227,128,1337.84,57.84,826.02,1080.51,36.12,11520
sensor_fusion,6,256,32,766.14,72.66,3.96,16352,7158,128,43.9,81.52,38.17,4.00,1597,451,128,1337.84,58.99,1722.60,1080.51,36.12,11520
sensor_fusion,6,256,64,766.14,72.75,3.97,16352,7158,128,43.9,137.49,64.63,4.00,3197,899,128,1337.84,56.53,3518.24,1080.51,36.12,11520
sensor_fusion,6,256,128,766.14,72.81,3.96,16352,7158,128,43.9,235.87,116.19,4.00,6397,1795,128,1337.84,53.66,7021.76,1080.51,36.12,11520
sensor_fusion,6,256,256,766.14,72.72,3.98,16352,7158,128,43.9,413.92,188.16,3.99,12797,3587,128,1337.84,54.22,13975.49,1080.51,36.12,11520
sensor_fusion,6,1024,1,2663.94,219.65,3.97,65504,28662,128,560.4,14.01,5.84,3.99,55,17,128,1337.84,23.14,23.14,1080.51,36.12,11520
sensor_fusion,6,1024,2,2663.94,220.72,3.98,65504,28662,128,560.4,17.64,9.25,4.23,105,31,128,1337.84,39.44,62.58,1080.51,36.12,11520
sensor_fusion,6,1024,4,2663.94,221.23,4.06,65504,28662,128,560.4,24.97,11.31,4.02,205,59,128,1337.84,52.62,168.53,1080.51,36.12,11520
sensor_fusion,6,1024,8,2663.94,221.23,3.97,65504,28662,128,560.4,33.29,16.06,4.00,398,115,128,1337.84,56.50,385.68,1080.51,36.12,11520
sensor_fusion,6,1024,16,2663.94,221.56,4.01,65504,28662,128,560.4,50.55,26.60,4.00,797,227,128,1337.84,57.84,826.02,1080.51,36.12,11520
sensor_fusion,6,1024,32,2663.94,221.54,3.98,65504,28662,128,560.4,81.52,38.17,4.00,1597,451,128,1337.84,58.99,1722.60,1080.51,36.12,11520
sensor_fusion,6,1024,64,2663.94,222.08,3.98,65504,28662,128,560.4,137.49,64.63,4.00,3197,899,128,1337.84,56.53,3518.24,1080.51,36.12,11520
sensor_fusion,6,1024,128,2663.94,222.03,3.97,65504,28662,128,560.4,235.87,116.19,4.00,6397,1795,128,1337.84,53.66,7021.76,1080.51,36.12,11520
sensor_fusion,6,1024,256,2663.94,222.53,3.97,65504,28662,128,560.4,413.92,188.16,3.99,12797,3587,128,1337.84,54.22,13975.49,1080.51,36.12,11520
sensor_fusion,6,1024,512,2663.94,222.53,3.98,65504,28662,128,560.6,743.39,339.98,4.01,25597,7171,128,1337.84,53.72,27876.72,1080.51,36.12,11520
sensor_fusion,6,1024,1024,2663.94,229.30,3.96,65504,28662,128,560.8,1368.56,634.73,4.00,51197,14339,128,1337.84,53.79,55823.30,1080.51,36.12,11520
sensor_fusion,8,64,1,305.61,36.34,3.98,5206,2290,128,9.8,15.46,7.29,3.99,69,21,128,1352.15,23.42,23.42,1126.04,37.93,11520
sensor_fusion,8,64,2,305.61,37.03,3.96,5206,2290,128,9.8,19.32,9.79,4.05,135,39,128,1352.15,40.37,63.79,1126.04,37.93,11520
sensor_fusion,8,64,4,305.61,36.98,3.98,5206,2290,128,9.9,27.86,13.60,4.09,259,75,128,1352.15,52.38,167.90,1126.04,37.93,11520
sensor_fusion,8,64,8,305.61,37.30,3.97,5206,2290,128,9.9,39.24,21.38,4.10,523,147,128,1352.15,54.03,393.88,1126.04,37.93,11520
sensor_fusion,8,64,16,305.61,37.19,3.97,5206,2290,128,9.9,59.79,31.45,4.00,1019,291,128,1352.15,60.19,876.28,1126.04,37.93,11520
sensor_fusion,8,64,32,305.61,37.02,3.97,5206,2290,128,9.9,97.45,51.76,4.01,2043,579,128,1352.15,54.28,1739.22,1126.04,37.93,11520
sensor_fusion,8,64,64,305.61,34.93,3.98,5206,2290,128,9.9,165.13,92.31,4.00,4091,1155,128,1352.15,57.05,3587.59,1126.04,37.93,11520
sensor_fusion,8,256,1,943.25,90.41,3.99,20950,9202,128,55.6,15.46,7.29,3.99,69,21,128,1352.15,23.42,23.42,1126.04,37.93,11520
sensor_fusion,8,256,2,943.25,91.24,3.98,20950,9202,128,55.6,19.32,9.79,4.05,135,39,128,1352.15,40.37,63.79,1126.04,37.93,11520
sensor_fusion,8,256,4,943.25,91.15,3.97,20950,9202,128,55.6,27.86,13.60,4.09,259,75,128,1352.15,52.38,167.90,1126.04,37.93,11520
sensor_fusion,8,256,8,943.25,91.43,3.97,20950,9202,128,55.6,39.24,21.38,4.10,523,147,128,1352.15,54.03,393.88,1126.04,37.93,11520
sensor_fusion,8,256,16,943.25,91.45,3.96,20950,9202,128,55.7,59.79,31.45,4.00,1019,291,128,1352.15,60.19,876.28,1126.04,37.93,11520
sensor_fusion,8,256,32,943.25,91.30,3.97,20950,9202,128,55.7,97.45,51.76,4.01,2043,579,128,1352.15,54.28,1739.22,1126.04,37.93,11520
sensor_fusion,8,256,64,943.25,91.41,3.98,20950,9202,128,55.7,165.13,92.31,4.00,4091,1155,128,1352.15,57.05,3587.59,1126.04,37.93,11520
sensor_fusion,8,256,128,943.25,91.76,3.98,20950,9202,128,55.7,290.25,141.66,4.00,8187,2307,128,1352.15,53.27,7109.16,1126.04,37.93,11520
sensor_fusion,8,256,256,943.25,89.60,3.96,20950,9202,128,55.8,510.14,249.43,4.00,16379,4611,128,1352.15,53.81,14025.49,1126.04,37.93,11520
sensor_fusion,8,1024,1,3221.49,296.59,3.98,83926,36850,128,714.5,15.46,7.29,3.99,69,21,128,1352.15,23.42,23.42,1126.04,37.93,11520
sensor_fusion,8,1024,2,3221.49,297.97,3.98,83926,36850,128,714.6,19.32,9.79,4.05,135,39,128,1352.15,40.37,63.79,1126.04,37.93,11520
sensor_fusion,8,1024,4,3221.49,297.94,3.98,83926,36850,128,714.6,27.86,13.60,4.09,259,75,128,1352.15,52.38,167.90,1126.04,37.93,11520
sensor_fusion,8,1024,8,3221.49,298.44,3.98,83926,36850,128,714.6,39.24,21.38,4.10,523,147,128,1352.15,54.03,393.88,1126.04,37.93,11520
sensor_fusion,8,1024,16,3221.49,298.75,3.99,83926,36850,128,714.6,59.79,31.45,4.00,1019,291,128,1352.15,60.19,876.28,1126.04,37.93,11520
sensor_fusion,8,1024,32,3221.49,298.88,3.98,83926,36850,128,714.6,97.45,51.76,4.01,2043,579,128,1352.15,54.28,1739.22,1126.04,37.93,11520
sensor_fusion,8,1024,64,3221.49,299.17,3.98,83926,36850,128,714.6,165.13,92.31,4.00,4091,1155,128,1352.15,57.05,3587.59,1126.04,37.93,11520
sensor_fusion,8,1024,128,3221.49,299.81,3.98,83926,36850,128,714.6,290.25,141.66,4.00,8187,2307,128,1352.15,53.27,7109.16,1126.04,37.93,11520
sensor_fusion,8,1024,256,3221.49,299.81,3.99,83926,36850,128,714.6,510.14,249.43,4.00,16379,4611,128,1352.15,53.81,14025.49,1126.04,37.93,11520
sensor_fusion,8,1024,512,3221.49,299.75,4.01,83926,36850,128,714.6,928.46,463.91,4.00,32763,9219,128,1352.15,53.84,27856.70,1126.04,37.93,11520
sensor_fusion,8,1024,1024,3221.49,298.05,3.97,83926,36850,128,715.0,1732.51,793.71,4.02,65531,18435,128,1352.15,53.90,55646.16,1126.04,37.93,11520
