circuit,n,B,step,setup_ms,prove_ms,verify_ms,crs_g1,crs_g2,proof_bytes,peak_mem_mb
sensor_fusion,8,1024,1,3221.49,296.59,3.98,83926,36850,128,714.5
sensor_fusion,8,1024,2,3221.49,297.97,3.98,83926,36850,128,714.6
sensor_fusion,8,1024,4,3221.49,297.94,3.98,83926,36850,128,714.6
sensor_fusion,8,1024,8,3221.49,298.44,3.98,83926,36850,128,714.6
sensor_fusion,8,1024,16,3221.49,298.75,3.99,83926,36850,128,714.6
sensor_fusion,8,1024,32,3221.49,298.88,3.98,83926,36850,128,714.6
sensor_fusion,8,1024,64,3221.49,299.17,3.98,83926,36850,128,714.6
sensor_fusion,8,1024,128,3221.49,299.81,3.98,83926,36850,128,714.6
sensor_fusion,8,1024,256,3221.49,299.81,3.99,83926,36850,128,714.6
sensor_fusion,8,1024,512,3221.49,299.75,4.01,83926,36850,128,714.6
sensor_fusion,8,1024,1024,3221.49,298.05,3.97,83926,36850,128,715.0
