circuit,n,B,step,setup_ms,prove_ms,verify_ms,crs_g1,crs_g2,proof_bytes,peak_mem_mb
sensor_fusion,6,256,4,511.24,48.94,2.71,16352,7158,128,44.7
sensor_fusion,6,256,8,511.24,49.05,2.73,16352,7158,128,44.7
sensor_fusion,6,256,16,511.24,48.80,2.73,16352,7158,128,44.7
sensor_fusion,6,256,32,511.24,48.93,2.65,16352,7158,128,44.7
sensor_fusion,6,256,64,511.24,48.93,2.71,16352,7158,128,44.7
sensor_fusion,6,256,128,511.24,49.12,2.67,16352,7158,128,44.7
sensor_fusion,6,256,256,511.24,48.70,2.73,16352,7158,128,44.7
sensor_fusion,6,1024,1,1813.42,146.93,2.70,65504,28662,128,565.4
sensor_fusion,6,1024,2,1813.42,147.34,2.79,65504,28662,128,565.5
sensor_fusion,6,1024,4,1813.42,148.81,2.73,65504,28662,128,565.5
sensor_fusion,6,1024,8,1813.42,149.24,2.72,65504,28662,128,565.5
sensor_fusion,6,1024,16,1813.42,152.28,2.84,65504,28662,128,565.8
sensor_fusion,6,1024,32,1813.42,149.81,2.77,65504,28662,128,565.8
sensor_fusion,6,1024,64,1813.42,149.87,2.75,65504,28662,128,565.8
sensor_fusion,6,1024,128,1813.42,149.45,2.77,65504,28662,128,565.9
sensor_fusion,6,1024,256,1813.42,150.73,2.72,65504,28662,128,565.9
sensor_fusion,6,1024,512,1813.42,149.92,2.76,65504,28662,128,566.0
sensor_fusion,6,1024,1024,1813.42,150.16,2.72,65504,28662,128,566.3
sensor_fusion,8,64,1,207.88,24.90,2.79,5206,2290,128,10.2
sensor_fusion,8,64,2,207.88,25.44,2.87,5206,2290,128,10.3
sensor_fusion,8,64,4,207.88,24.98,2.73,5206,2290,128,10.3
sensor_fusion,8,64,8,207.88,25.18,2.78,5206,2290,128,10.3
sensor_fusion,8,64,16,207.88,25.37,2.74,5206,2290,128,10.3
sensor_fusion,8,64,32,207.88,25.05,2.72,5206,2290,128,10.3
sensor_fusion,8,64,64,207.88,23.63,2.76,5206,2290,128,10.3
sensor_fusion,8,256,1,636.98,60.96,2.70,20950,9202,128,54.9
sensor_fusion,8,256,2,636.98,61.62,2.75,20950,9202,128,54.9
sensor_fusion,8,256,4,636.98,61.43,2.77,20950,9202,128,55.0
sensor_fusion,8,256,8,636.98,61.38,2.79,20950,9202,128,55.0
sensor_fusion,8,256,16,636.98,61.58,2.75,20950,9202,128,55.0
sensor_fusion,8,256,32,636.98,61.76,2.72,20950,9202,128,55.0
sensor_fusion,8,256,64,636.98,61.37,2.73,20950,9202,128,55.0
sensor_fusion,8,256,128,636.98,62.04,2.73,20950,9202,128,55.0
sensor_fusion,8,256,256,636.98,60.77,2.74,20950,9202,128,55.2
sensor_fusion,8,1024,1,2212.29,198.87,2.73,83926,36850,128,718.5
sensor_fusion,8,1024,2,2212.29,199.76,2.70,83926,36850,128,718.5
sensor_fusion,8,1024,4,2212.29,200.13,2.71,83926,36850,128,718.6
sensor_fusion,8,1024,8,2212.29,200.14,2.66,83926,36850,128,718.6
sensor_fusion,8,1024,16,2212.29,200.21,2.70,83926,36850,128,718.6
sensor_fusion,8,1024,32,2212.29,200.55,2.71,83926,36850,128,718.6
sensor_fusion,8,1024,64,2212.29,201.10,2.75,83926,36850,128,718.6
sensor_fusion,8,1024,128,2212.29,201.45,2.68,83926,36850,128,718.7
sensor_fusion,8,1024,256,2212.29,201.63,2.74,83926,36850,128,718.7
sensor_fusion,8,1024,512,2212.29,201.46,2.74,83926,36850,128,718.9
sensor_fusion,8,1024,1024,2212.29,199.92,2.75,83926,36850,128,719.3
