circuit,n,B,step,uvc_setup_ms,uvc_prove_ms,uvc_verify_ms,uvc_crs_g1,uvc_crs_g2,uvc_proof_bytes,uvc_peak_mem_mb,g16_setup_ms,g16_prove_ms,g16_verify_ms,g16_crs_g1,g16_crs_g2,g16_proof_bytes,nova_setup_ms,nova_fold_ms,nova_total_fold_ms,nova_compress_ms,nova_verify_ms,nova_proof_bytes
sensor_fusion,8,64,16,209.82,24.97,2.63,5206,2290,128,9.9,69.33,21.13,2.71,1019,291,128,744.71,45.59,506.32,569.67,21.82,11520
sensor_fusion,8,64,32,209.82,24.92,2.72,5206,2290,128,9.9,113.89,34.61,2.68,2043,579,128,744.71,32.07,1029.78,569.67,21.82,11520
sensor_fusion,8,64,64,209.82,23.18,2.71,5206,2290,128,9.9,193.84,61.60,2.70,4091,1155,128,744.71,31.52,2112.96,569.67,21.82,11520
sensor_fusion,16,16,1,103.85,20.86,2.74,2414,1058,128,6.2,18.25,6.63,2.67,125,37,128,732.03,13.76,13.76,548.02,21.35,11520
sensor_fusion,16,16,2,103.85,20.48,2.69,2414,1058,128,6.2,26.27,8.95,2.72,255,71,128,732.03,23.98,37.75,548.02,21.35,11520
sensor_fusion,16,16,4,103.85,20.95,2.70,2414,1058,128,6.2,39.18,14.14,2.70,491,139,128,732.03,35.30,103.53,548.02,21.35,11520
sensor_fusion,16,16,8,103.85,20.70,2.67,2414,1058,128,6.3,65.90,20.58,2.68,963,275,128,732.03,31.37,237.57,548.02,21.35,11520
sensor_fusion,16,16,16,103.85,17.95,2.63,2414,1058,128,6.3,108.61,31.39,2.74,1939,547,128,732.03,31.48,492.89,548.02,21.35,11520
sensor_fusion,16,64,1,324.72,41.86,2.72,9774,4322,128,17.0,18.25,6.63,2.67,125,37,128,732.03,13.76,13.76,548.02,21.35,11520
sensor_fusion,16,64,2,324.72,41.88,2.73,9774,4322,128,17.0,26.27,8.95,2.72,255,71,128,732.03,23.98,37.75,548.02,21.35,11520
sensor_fusion,16,64,4,324.72,41.90,2.68,9774,4322,128,17.0,39.18,14.14,2.70,491,139,128,732.03,35.30,103.53,548.02,21.35,11520
sensor_fusion,16,64,8,324.72,42.06,2.71,9774,4322,128,17.1,65.90,20.58,2.68,963,275,128,732.03,31.37,237.57,548.02,21.35,11520
sensor_fusion,16,64,16,324.72,42.21,2.74,9774,4322,128,17.1,108.61,31.39,2.74,1939,547,128,732.03,31.48,492.89,548.02,21.35,11520
sensor_fusion,16,64,32,324.72,41.99,2.69,9774,4322,128,17.1,190.85,59.67,2.70,3827,1091,128,732.03,31.47,1000.22,548.02,21.35,11520
sensor_fusion,16,64,64,324.72,39.36,2.73,9774,4322,128,17.1,323.14,90.55,2.70,7667,2179,128,732.03,31.76,2019.30,548.02,21.35,11520
sensor_fusion,32,16,1,176.92,30.33,2.74,4638,2050,128,7.7,25.89,8.83,2.69,237,69,128,743.91,13.93,13.93,544.10,20.89,11520
sensor_fusion,32,16,2,176.92,30.76,2.72,4638,2050,128,7.7,38.99,14.54,2.69,495,135,128,743.91,25.57,39.50,544.10,20.89,11520
sensor_fusion,32,16,4,176.92,31.12,2.73,4638,2050,128,7.7,65.80,21.14,2.74,955,267,128,743.91,32.24,103.72,544.10,20.89,11520
sensor_fusion,32,16,8,176.92,31.08,2.72,4638,2050,128,7.8,106.13,31.23,2.72,1875,531,128,743.91,31.44,239.92,544.10,20.89,11520
sensor_fusion,32,16,16,176.92,31.23,2.75,4638,2050,128,7.8,209.31,54.45,2.71,3715,1059,128,743.91,38.67,500.32,544.10,20.89,11520
sensor_fusion,32,64,1,543.39,60.90,2.67,18910,8386,128,20.8,25.89,8.83,2.69,237,69,128,743.91,13.93,13.93,544.10,20.89,11520
sensor_fusion,32,64,2,543.39,61.89,2.68,18910,8386,128,20.9,38.99,14.54,2.69,495,135,128,743.91,25.57,39.50,544.10,20.89,11520
sensor_fusion,32,64,4,543.39,61.93,2.69,18910,8386,128,20.9,65.80,21.14,2.74,955,267,128,743.91,32.24,103.72,544.10,20.89,11520
sensor_fusion,32,64,8,543.39,62.13,2.70,18910,8386,128,20.9,106.13,31.23,2.72,1875,531,128,743.91,31.44,239.92,544.10,20.89,11520
sensor_fusion,32,64,16,543.39,62.09,2.69,18910,8386,128,20.9,209.31,54.45,2.71,3715,1059,128,743.91,38.67,500.32,544.10,20.89,11520
sensor_fusion,32,64,32,543.39,61.99,2.71,18910,8386,128,21.0,314.41,89.41,2.72,7459,2115,128,743.91,31.83,1006.54,544.10,20.89,11520
sensor_fusion,32,64,64,543.39,62.27,2.66,18910,8386,128,21.0,556.57,155.07,2.63,14819,4227,128,743.91,31.80,2115.19,544.10,20.89,11520
sensor_fusion,64,16,1,299.91,53.89,2.75,9150,4034,128,12.1,39.54,14.53,2.73,461,133,128,729.66,14.05,14.05,544.35,21.19,11520
sensor_fusion,64,16,2,299.91,55.35,2.74,9150,4034,128,12.1,66.09,21.89,2.72,975,263,128,729.66,24.30,38.35,544.35,21.19,11520
sensor_fusion,64,16,4,299.91,55.18,2.75,9150,4034,128,12.1,106.63,32.12,2.77,1883,523,128,729.66,31.36,100.22,544.35,21.19,11520
sensor_fusion,64,16,8,299.91,55.21,2.74,9150,4034,128,12.2,180.96,55.14,2.73,3699,1043,128,729.66,31.47,227.37,544.35,21.19,11520
sensor_fusion,64,16,16,299.91,50.60,2.74,9150,4034,128,12.2,309.08,89.23,2.73,7331,2083,128,729.66,32.50,506.75,544.35,21.19,11520
sensor_fusion,64,64,1,999.83,112.10,2.70,37310,16514,128,36.6,39.54,14.53,2.73,461,133,128,729.66,14.05,14.05,544.35,21.19,11520
sensor_fusion,64,64,2,999.83,113.95,2.77,37310,16514,128,36.6,66.09,21.89,2.72,975,263,128,729.66,24.30,38.35,544.35,21.19,11520
sensor_fusion,64,64,4,999.83,113.87,2.74,37310,16514,128,36.6,106.63,32.12,2.77,1883,523,128,729.66,31.36,100.22,544.35,21.19,11520
sensor_fusion,64,64,8,999.83,114.50,2.74,37310,16514,128,36.6,180.96,55.14,2.73,3699,1043,128,729.66,31.47,227.37,544.35,21.19,11520
sensor_fusion,64,64,16,999.83,114.33,2.73,37310,16514,128,36.6,309.08,89.23,2.73,7331,2083,128,729.66,32.50,506.75,544.35,21.19,11520
sensor_fusion,64,64,32,999.83,114.18,2.75,37310,16514,128,36.8,548.61,147.12,2.76,14595,4163,128,729.66,35.65,1039.58,544.35,21.19,11520
sensor_fusion,64,64,64,999.83,109.76,2.74,37310,16514,128,36.8,1036.00,271.99,2.71,29251,8323,128,729.66,31.12,2074.40,544.35,21.19,11520
